0,0.40150228
1,0.50494134
2,0.054380916
3,0.92678946
4,0.004724336
5,0.008454478
6,0.0036297683
7,0.0049318736
8,0.9172654
9,0.0025085323
10,0.0043066554
11,0.002506466
12,0.015439587
13,0.9142563
14,0.0015797147
15,0.004057874
16,0.0030626191
17,0.0037757703
18,0.0044644573
19,0.004739853
20,0.011570684
21,0.8845404
22,0.002866743
23,0.0064108423
24,0.100106455
25,0.03374839
26,0.575059
27,0.7483325
28,0.0041998634
29,0.0074539124
30,0.0034927386
31,0.030608416
32,0.02549488
33,0.83932245
34,0.0020219523
35,0.0016540639
36,0.010685658
37,0.031023826
38,0.21907517
39,0.87906754
40,0.0980641
41,0.83215296
42,0.0033045486
43,0.006619051
44,0.01192068
45,0.011844707
46,0.003463991
47,0.004493083
48,0.8776082
49,0.07225078
50,0.4446114
51,0.0064361217
52,0.49870747
53,0.032431684
54,0.0076445714
55,0.2106164
56,0.0024478745
57,0.0018943057
58,0.0037998974
59,0.002786267
60,0.002253842
61,0.7366083
62,0.0028902965
63,0.008249083
64,0.015995868
65,0.8434132
66,0.0052836137
67,0.014066408
68,0.33936504
69,0.0021397932
70,0.0051453197
71,0.021904152
72,0.003070002
73,0.00441079
74,0.91662914
75,0.0033887457
76,0.004366514
77,0.0029887205
78,0.010239618
79,0.1004593
80,0.14173885
81,0.0042539136
82,0.05902227
83,0.0018359513
84,0.0023923905
85,0.004500646
86,0.0019177615
87,0.0024950162
88,0.004137834
89,0.008759367
90,0.54497397
91,0.0025010873
92,0.0068942644
93,0.002902714
94,0.003605367
95,0.003188612
96,0.0045024543
97,0.006563465
98,0.91845846
99,0.0042506354
100,0.0022362194
101,0.009939496
102,0.00992015
103,0.0020389643
104,0.040897794
105,0.016642336
106,0.003134532
107,0.31466866
108,0.0026854067
109,0.032626577
110,0.072831094
111,0.0022928077
112,0.89398116
113,0.0044494336
114,0.010781578
115,0.003241903
116,0.79517394
117,0.004246593
118,0.0036291394
119,0.0020070872
120,0.008841073
121,0.0033805096
122,0.026623491
123,0.0076443837
124,0.010327528
125,0.0020831716
126,0.0016612159
127,0.041409258
128,0.0026976492
129,0.053557098
130,0.8781856
131,0.3664056
132,0.91628474
133,0.9012783
134,0.010004841
135,0.0027123173
136,0.0022561308
137,0.0020774535
138,0.0027551153
139,0.0022634175
140,0.0053651845
141,0.001900487
142,0.0068746298
143,0.010000967
144,0.016846284
145,0.0026861036
146,0.0017355203
147,0.40293398
148,0.0046365513
149,0.0020960446
150,0.0031145473
151,0.09752883
152,0.013480859
153,0.004317264
154,0.0058558094
155,0.005156892
156,0.0028235056
157,0.0114384275
158,0.09885691
159,0.006533183
160,0.02199902
161,0.0021656686
162,0.011071185
163,0.4330984
164,0.0021313066
165,0.030836975
166,0.0025996836
167,0.0043466785
168,0.89476043
169,0.007217596
170,0.0035108074
171,0.91707575
172,0.002802717
173,0.1257312
174,0.0042944765
175,0.0019120506
176,0.0019647076
177,0.0039274814
178,0.68638784
179,0.004443663
180,0.18671794
181,0.0028401555
182,0.21189804
183,0.001926075
184,0.006278947
185,0.5726487
186,0.04022501
187,0.002030924
188,0.0021450114
189,0.008590998
190,0.70914906
191,0.004726064
192,0.0057024206
193,0.0020559563
194,0.0027900136
195,0.0046283556
196,0.13426647
197,0.0027527777
198,0.003330052
199,0.0045214947
200,0.0027088076
201,0.0027477825
202,0.20575789
203,0.5342949
204,0.0028493088
205,0.014826633
206,0.014161497
207,0.0048765955
208,0.010263184
209,0.9115817
210,0.04980569
211,0.012704743
212,0.005027716
213,0.014136156
